hotel_id,review_text_positive,review_text_negative,review_score,traveler_type
293,"""Fairly ok hotel to stay at.""","""The layout of the room is very odd. Didn't care for the bathroom design. Too many light switches and it took few min to figure out how to make the lights work.""",8,Single
293,"""Spacious room, well equipped bathroom, good wi-fi, basic breakfast""","""The room was not properly cleaned before our arrival. There was leftovers of previous stays (see photo). We were four, however, there was only one glass in the room. Two similar beds had various blankets: one small and one large.""",7,Family
293,"""The service staff is polite and helpful. Everything is clean.""","""disorganized reception work.""",8,Family
293,"""Cleanliness of the room, swimming pool""","""The room wasn't ready when we arrived. We booked and paid for two people, but all the amenities were for one person. When we called the receptionist and asked for water, she started complaining, saying we should wait until the morning because there was nothing available right now. After we were told we were paying for two and the room was prepared for one person, it took about 30 minutes for the water to arrive. There were towels, slippers, and all the amenities for one person, even though the room was for two.""",7,Family
293,"""Everything was wonderful. The pool, the jacuzzi, and the sauna. The room itself was beautiful.""","""Only the bed was too soft. They should replace the mattress and everything will be perfect.""",8,Family
294,"""Price quality is good and the room was very big""","""The interior design of the hotel is very special. No bars or restaurants around the hotel""",7,Group
294,"""Location is not far from National Museum of Kazakstan and other tourist destinations.""","""The breakfast buffet choices could be more diverse.""",9,Family
294,"""Great location within the capital, great sauna, spacious rooms""","""Very limited choice during breakfast and slow service.""",8,Family
294,"""The location was excellent, with all the tourist spots nearby, allowing us to walk most of the time. The rooms were spacious and clean, and the view was lovely from the higher floors. The hotel’s interior has a vintage yet regal charm. ""","""The front desk team was a bit slow in responding to our requests. Our room’s AC wasn’t working, and although we made multiple requests, it took awhile for someone to come. Thankfully, the cool weather outside made it manageable""",5,Couple
294,"""Location is good, it has spacious hallways and toilets have bidets.""","""The twin beds are too narrow that I am consciously trying not to fall off my bed while sleeping. We just stay for a night and I can’t wait for the morning to come so we could check out. The showet area is also too small that it is difficult to scrub and soap your entire body. Internet is only strong at the lobby and once you go up, connection becomes weak.""",4,Group
294,"""I like the location it was close to other sites which was good""","""The wifi in my room was not working I was in the fifth floor and there was no wifi  The drainage in the shower was bad""",2,Couple
295,"""The hotel is a bit old but it offers comfort during our stay. Their twin beds are big and comfortable, it serves good breakfast. Convenient as it has elevator as well as stairs. Toilet and bath is spacious enough and has the necessary toiletries and racks to dry clothes or swimsuit should you decide to dip in their pool. I will come back to this hotel and will recommend to my friends.""","""The only thing that I can say is that the shampoo and shower cream are not enough as they are given in a sachet. Maybe if you coild make the sachet a little bigger.""",8,Group
295,"""Friendly staff and tasty breakfast""","""Showers could use a little renovation, they looked quite old""",8,Couple
295,"""Good enough for a sleep over.""","""A bit more expensive than other lower range hotels in Astana""",4,Family
295,"""I only liked the breakfast.""","""I was looking for a hotel with a pool and spa. But the pool was very cold, and we had to pay for the spa, but the elliptical wasn't working. Then there was the billiards section, too. There was only one towel in the room, and no shampoo. Overall, I gave it a 10/3.""",3,Couple
295,"""Good location""","""Dirty towels. Incomplete bed linen. No mosquito nets.""",4,Family
296,"""It was squeaky clean, comfortable abs I was provided with everything I needed.""","""A little dark """,9,Family
296,"""Exceptional service""","""The only thing I didn’t like that the doors to the rooms are very loud when people closing them in a middle of the night.""",9,Single
296,"""good location, staff, breakfast""","""TV : signal was always cut off , no English Channels""",8,Couple
296,"""- Very delicious breakfast. - Breakfast room service. Could order breakfast to our room without going downstairs. Very convenient. - Relatively quiet location and lobby is never crowded. - Bus stop right next to hotel, good location. - Helpful staff.""","""- Room temp regulated by old fancoil knobs hidden under wooden covers. Had to lift them up everytime we needed to adjust the temp. Wasn't an issue for us, but this could be inconvenient for some people like elderly and children, so just be aware. - Don't forget to notify the staff when leaving the room and request for cleaning.""",8,Family
296,"""Centrally located, good breakfast (a la carte), very helpful staff!""","""It’s already pretty old! Old furniture, old bathrooms, the windows don’t close properly, the heating system barely worked (they had to bring an additional heating unit), the beds are not very comfortable.""",7,Family
296,"""Good furniture, bedsheets, nice design, nice lift, tasty breakfast""","""In the room was a smell of sewage coming from the bathroom. There was no cattle and tea in the room. The reception crews were quite different. One crew was super pollite, while the other was completely indifferent.  Room service all time despite mornings was horrible""",5,Family
297,"""Comfortable bed, spacious room, decent price, quiet aircon that worked well, tasty breakfast, helpful staff, and best of all free use of a pool, 4 saunas and a weights room.""","""It’s a bit far out from the centre. The lock on the door jammed a bit.""",9,Single
297,"""I mainly went for the gym - which was AMAZING. I went right when it opened. Some equipment was dated but still ok, Not crowded, and the staff was really friendly.""","""The night before, I selected my breakfast option and chose an 8:00 time slot as I still had work/meetings to get to. I received a call exactly at 8:00 notifying me to come to the dining area, but nothing was ready. I waited 15 minutes and left. I didn't bother the following day as I did not want to waste time. """,7,Single
297,"""Only good location""","""Service is awful. There was no water from 22:00 to the next morning at 10:00 a.m. When we asked that they said that they used the water to the swimming pool. Swimming pool is much more important rather than the people who live at the hotel.""",5,Group
297,"""Huge swimming pool and several saunas!""","""The service is 0 because there's simply no waiter. The breakfast itself is very weak and not filling.""",6,Couple
297,"""A coffee machine for breakfast, a swimming pool, water, tea and a kettle are included in the room price.""","""There are real problems with room cleaning here. The management doesn't monitor the quality of cleaning. It seems like the maids don't listen to the managers. This time, they gave me a poorly cleaned room.""",6,Couple
299,"""This is a small yet very convenient hotel with friendly staff and an excellent location - just 15 minutes from the city center by taxi.""","""One big towel didn't look quite fresh.""",8,Single
299,"""Interior is awesome""","""No water , no kettle, not clean, all broken furniture""",8,Single
299,"""Location is good""","""We booked a 2 beds room and they gave us 1 bed room.""",1,Couple
299,"""Location is good""","""Internet problems""",8,Couple
299,"""Clean, quiet, comfortable""","""Breakfast leaves much to be desired""",7,Couple
299,"""Warm, bright rooms""","""It was as if there had been no cleaning, very dirty, the carpet had not been vacuumed, there was trash in the corners of the toilet, a very dirty bathroom, the room smelled of sweat, dirty curtains, scratched furniture, no one mentioned breakfast""",5,Family
300,"""Very good breakfast, though coffee would have been better than tea. Or at least a choice. We brought our own coffee packets. The room was nice and cool, with the ac. Had to wait for someone to bring bedding and towels. Location of hotel was good for walking around the city.""","""No water kettle. Needed to ask for one daily and return each time we used it. Had to unstop the shower drain before we used it. No chairs to sit on at table. Many stains on pillows and sheets not very white.""",8,Couple
300,"""We liked everything, the staff was really good .""","""They did not clean our room for days""",8,Family
300,"""For the price, it's absolutely perfect, just enough for an overnight stay. They left us breakfast (we left late) and let us check in at night. The room was very clean, which was a plus!""","""The furniture is old and there's too much of it for one small room; three tables are too much. The hot water in the shower was cool.""",7,Family
300,"""The location is great, the reception staff, the cafe staff during breakfast, and the cleaning staff are very friendly. We only stayed thanks to the girl at reception. The breakfasts are decent. An affordable option.""","""The Wi-Fi on the 7th floor didn't work, the bathroom sink was clogged, and the toilet flush was broken. The room was very small and uncomfortable. It wasn't a 4-star hotel at all.""",6,Family
301,"""It was close to location i needed to visit""","""The noice from the road was bad""",8,Single
301,"""good: Room Service Facilities Bathroom  Clean""","""Breakfast not available, Swimming pool not available ,Name difficult to pronounce""",8,Single
301,"""I liked the location, good furniture, good repair.""","""There was no hot water.""",4,Family
301,"""Good value""","""Smell in a small room I stayed""",5,Single
254,"""Very polite and helpful staff who assisted with all requests.""","""There were no bathrobes provided in the room.""",9,Couple
254,"""Early check-in was arranged without any problems, which was greatly appreciated.""","""Some basic amenities expected in a Deluxe room were missing.""",9,Couple
254,"""The hotel was clean, warm and cozy, creating a pleasant atmosphere.""","""The room could include more comfort items for a higher-category stay.""",9,Family
254,"""Beautiful river view from the room made the stay more enjoyable.""","""Facilities felt slightly limited compared to expectations.""",9,Family
254,"""Varied and tasty breakfast with good food options.""","""Additional in-room accessories would improve the experience.""",8,Family
254,"""Nice attention to detail, including fruits in the room.""","""The room setup was good but not fully complete.""",9,Single
254,"""Good location with restaurants and dining options nearby.""","""Minor comfort details need improvement despite the overall good stay.""",9,Single
255,"""Great location and a spacious, comfortable room.""","""The bed was too firm and uncomfortable for sleeping.""",8,Family
255,"""Modern, stylish and clean hotel with a cozy atmosphere.""","""Breakfast selection was very limited for a hotel of this level.""",9,Single
255,"""The staff were attentive, polite and quick to resolve requests.""","""The air conditioning could not be controlled from the room.""",9,Single
255,"""Early check-in was provided, which was very convenient.""","""There were no bathrobes provided in the room.""",8,Single
255,"""Quiet hotel, perfect for business trips and rest.""","""The room was not properly prepared upon arrival.""",9,Single
255,"""Comfortable bed, good-quality linen and a large clean room.""","""There were maintenance issues, such as loose fixtures in the bathroom.""",8,Single
255,"""Nice lobby bar, suitable for meetings, with good coffee and service.""","""The Wi-Fi connection did not work properly or lacked clear instructions.""",9,Single
256,"""Very convenient location close to the sports complex and city infrastructure.""","""The room did not match the renovated photos shown during booking.""",7,Family
256,"""Good area with cafes, shops and pharmacies nearby.""","""The bathroom was an old-style plastic capsule combining shower, toilet and sink.""",7,Family
256,"""Nice riverfront location with green surroundings.""","""The room had a strong smell of cigarettes.""",7,Family
256,"""Very good breakfast with tasty food.""","""Some rooms felt outdated and not cozy.""",7,Family
256,"""Helpful and friendly staff who try to assist guests.""","""The price was too high considering the room condition.""",6,Family
256,"""Excellent kitchen and one of the strongest points of the hotel.""","""Electrical sockets in the room did not work properly.""",6,Single
256,"""A suitable option for short business stays.""","""There were maintenance issues such as faulty elevators and unclean bathrooms.""",7,Single
257,"""Quiet area, polite staff and they fulfilled my requests, including a morning wake-up call.""","""Although the area is quiet, a tram line nearby is very noisy and wakes you up.""",8,Single
257,"""The staff were very friendly and responsive, the service level was good.""","""The furniture feels outdated, as if from the 1990s, even though it is in acceptable condition.""",8,Family
257,"""The room was clean, with white bed linen and no carpets collecting dust.""","""The shower mixer is dangerous, it is almost impossible to adjust warm water properly.""",7,Family
257,"""Comfortable bed and everything necessary for a short stay was provided.""","""There was a strong smell of dampness and mold in the room.""",8,Single
257,"""There are many places nearby where you can eat well for a reasonable price.""","""The king-size bed was old, very squeaky and uncomfortable to sleep on.""",8,Single
257,"""The hotel is compact and suitable for one or two nights.""","""The room was cold in winter, and a heater had to be used.""",9,Couple
257,"""The breakfast was standard but filling and generally fine.""","""Poor sound insulation, conversations and movement from neighboring rooms were clearly audible.""",9,Couple
258,"""Excellent location right in the city center with shops, supermarkets and public transport nearby.""","""The staff member at the entrance just threw the keys and did not communicate at all.""",8,Family
258,"""It was very convenient to get around the city by bus without any transfers.""","""The locks on the entrance door and toilet did not work properly.""",9,Family
258,"""Fast internet worked well, videos loaded without issues.""","""The shower cabin was cracked, doors did not close, and water was everywhere.""",9,Family
258,"""The bed was comfortable enough for a short stay.""","""The bed linen looked washed but had visible yellow stains.""",9,Couple
258,"""Good option if you need a place just to sleep in the city center.""","""Only one towel was provided for two guests, we had to ask for more.""",9,Couple
258,"""The location is the main advantage of this hotel.""","""The room was in very poor condition, with holes near the windows and worn walls.""",9,Single
258,"""For one night and transit stay, the hotel can be acceptable.""","""Extremely noisy rooms, doors do not close properly and sound insulation is almost nonexistent.""",9,Single
259,"""Very good hotel overall, excellent value for money compared to other options.""","""The windows could not be opened, which reduced ventilation.""",8,Couple
259,"""Friendly and attentive staff, everything was clean and well maintained.""","""The air conditioner was quite noisy during the night.""",9,Couple
259,"""Comfortable, cozy and quiet room, perfect for rest.""","""At check-out we had to wait while the room was inspected.""",9,Couple
259,"""New hotel with modern rooms and very clean facilities.""","""The coffee machine was broken and there was no coffee available.""",8,Family
259,"""Delicious and varied breakfasts, the food quality was impressive.""","""Some staff members were not very polite during communication.""",8,Family
259,"""The staff reacted quickly and professionally, special thanks for early breakfast service.""","""Phone calls to reception were sometimes not answered.""",8,Family
259,"""Great hotel atmosphere with a good restaurant on site.""","""The price feels slightly high for this city and could be more competitive.""",8,Single
260,"""Friendly and helpful staff, the receptionist kindly explained how to get around the city.""","""The furniture is old and the door was creaking.""",8,Single
260,"""Quick check-in and check-out, everything was organized efficiently.""","""Poor sound insulation from the windows, street noise was clearly audible.""",8,Single
260,"""Clean room with neatly arranged amenities and an individual breakfast.""","""The mattresses were very uncomfortable, the springs could be felt.""",9,Single
260,"""Good location by the road, easy to find.""","""It was difficult to regulate warm water in the shower, either too hot or too cold.""",9,Single
260,"""Nice location near the river, park and embankment, perfect for walks.""","""The breakfast was repetitive and could be more varied.""",9,Single
260,"""Quiet hotel, clean and comfortable, exactly the same room as shown in photos.""","""The refrigerator was very noisy but did not cool properly.""",9,Single
260,"""Homemade-style breakfast was tasty and filling, perfect for an early morning departure.""","""There were cleanliness issues such as cobwebs in the corridor and a dirty carpet in the room.""",8,Family
261,"""Great hotel atmosphere with a pleasant and welcoming vibe.""","""The price feels slightly high for this city and level of comfort.""",8,Family
261,"""Friendly and helpful staff, the receptionist explained everything clearly.""","""The furniture is old and worn, and the door was creaking.""",8,Family
261,"""Fast check-in and check-out, everything was well organized.""","""Poor sound insulation, street noise was clearly audible.""",8,Family
261,"""Clean room with neatly arranged amenities and a simple breakfast.""","""The mattress was uncomfortable, the springs could be felt.""",8,Family
261,"""Good location, easy to find and convenient for getting around.""","""It was difficult to regulate the water temperature in the shower.""",8,Couple
261,"""Nice area near the river and park, perfect for walks.""","""The breakfast was repetitive and lacked variety.""",8,Couple
261,"""Quiet hotel, clean and comfortable, the room matched the photos.""","""The refrigerator was noisy and did not cool properly.""",8,Couple
39,"""Polite staff, wonderful pool, great spa, spacious gym, delicious breakfasts, cottage cheese pancakes, sausages.""","""For safety reasons, the balcony doors do not open fully. The snow room and steam room are temporarily closed for maintenance.""",10,Couple
39,"“Good location, easy to find and convenient for getting around.”","""Water in the pool was not clean! I was disappointed and it good that I was using my swimming glasses. Second, Pillows were way too soft and really not comfortable.""",9,Single
39,,"""We experienced frequent disconnections from the WiFi network, and require fixing.""",9,Family
39,"“Nice area near the river and park, perfect for evening walks.”","""AC stopped working in the middle of the night repeatedly two days in a row. Making it worthless as we primarily booked it to ensure a good sleep during the hot summer season.""",5,Family
39,,"""Unfortunately the beds are rock hard and I found it difficult to sleep although for my second night there staff gave me a mattress topper which did help. """,5,Couple
39,"“Quiet hotel, clean and comfortable, the room matched the photos.”","""room very cold and bed was the hardest bed I’ve ever (not) slept in. got a pain in my hip from the hard bed""",2,Couple
39,"""The bedsheets were wonderful. The bedroom was ok.""","""No bathtub. No bellboy to help with bags. Very poor service. Complaints and requests are not properly handled or not handled at all!""",3,Couple
40,"""Rooms are spacious, clean and with lots of storage space and comfortable bed. You get all the amenities you need in the room, including water, which is a plus. The staff is nice and polite.""","""Restaurant service is a little bit slow, with our drinks taking around 20 mins to serve, and we waited over an hour for our food, when it was empty""",9,Couple
40,"""I would rate it excellent. Bed was super comfy. Very clean and modern""","""the reception guy doesn' speak Qazaq language. At least he should have greeted us in Qazaq language.""",9,Single
40,"""Location, service, price""","""Small choice with the food, but there are many restaurants nearby""",8,Couple
40,"""Location. Room was nice and clean""","""First day water turned off for the whole area, then air conditioning in the room didn't work. And restaurant in the lobby was very slow.""",6,Single
40,"""Friendly staff, good location""","""Could not adjust the temperature in the room, led to a very uncomfortable experience""",3,Single
40,"""Good location.  Personal is very professional.""","""It was very cold in the room when I checked-in. It took around 4-5 hours to make warm with the air conditioner.""",4,Single
40,"""The staff were helpful in trying to check me in early.""","""The room was pathetic. No dining table. No space for large luggage. AC not working.""",1,Single
41,"""The suite was very spacious, and the price was very good. Staff was helpfull. Breakfast was good, it had both savory & sweet sections.""","""Maybe add some coffee & water to the breakfast.""",9,Single
41,"""Everything was on a professional level.""","""Old air-conditioning unit""",9,Family
41,"""Amazing rooms and facilities  Just opposite Arbat Excellent breakfast and staff all around""","""The public toilet at lobby level needs to be repaired and cleaned.""",10,Couple
41,"""Good location in city centre. Personality of staff. Large room ""","""No decent coffee and no juice for breakfast. No coffee (even instant) or tea in room.""",8,Couple
41,"""central location""","""there is no any restaurant or food room service in the hotel. insufficient lift capacities to the number of people using it. long waiting time for lift. overcrowded lift almost every time.""",5,Single
41,"""The location""","""In winter the central heating is unbearable. """,6,Family
42,"""The room was very spacious and quiet. The bed was very comfortable. The staff were super friendly and helpful. Easy to reach all the tourist destinations.""","""The breakfast dining time could be extended.""",9,Family
42,"""Great location!""","""Breakfast can be better, but overall it’s okay.""",9,Family
42,"""Squeaky clean hotel, nice big rooms and great staff.""","""The coffee at the buffet breakfast was poor. They should get a machine .""",10,Single
42,"""Looks good, good staff""","""Pillows are years old + bad ventilation = poor sleep Breakfast is quite average""",6,Couple
42,"""The staff was very nice and friendly. They even suggested to make me a lunchbox because I had paid for breakfast but I left too early. ""","""The breakfast was a little underwhelming : little variety, mostly meat and carb based. I couldn't find the coffee.""",8,Single
42,"""Place, hotel itself is very nice, in the city, most shops around.""","""No any conference room to work with printer in some team, WiFi was ok but not so strong, breakfasts could be more variative.""",7,Family
42,"""The breakfast was fine and a good offer of products. Fine selection of breakfast items""","""On the occasion of checkout the normal use of a towel was unjust fully billed with a ""fine"" (to be paid in cash). The towel was not used to clean shoes etc, but contained a few minor spots from regular body cleaning. """,4,Family
43,"""Room was clean and very spacious. Big windows with city veiw. Breakfast was fine, but I expected more from such hotel.""","""At reception I was told that rooms are non smoking, but unfortunately neighbors in other rooms were smoking and all that smell was coming to my room through ventilation.""",10,Family
43,"""Great stay! Really good breakfast, comfortable beds, great service. The sauna's were great! Would recommend""","""The WiFi could be better.""",10,Single
43,"""Clean room. Very helpful personnel.""","""Breakfast quality and variety was very poor.""",9,Couple
43,"""it was nice and clean, amazing restaurants and the food. Great meal to room service. Cozy and spacious bed.""","""Beware of the SPA. Ask for the prices several times. Prices there are highly volatile, as they may differ when you inquire and actually paying them. No price transparency for some services.""",6,Couple
43,"""Very clean""","""it was the first time they took a deposit from me in a hotel. Breakfast options were very few.""",3,Couple
43,"""It has a good location with standart ramada cleanness and hotel quality.""",""" In the spa they kicked us out after 10 Minutes of usage because of bad mood of working personel, she treated us very bad and wanted to earn extra money without any service.""",1,Couple
43,"""Clean, spacious, comfortable rooms and good breakfast.  Reception staffs are a little untrained.  Conference room was great.""","""conference food is too repetitive and mundane.  Staff behavior was below par.""",8,Couple
44,"""Very clean and comfortable. Lovely bathroom. Helpful staff.""","""The breakfast was disappointing. They tried to put on a good varied buffet but the hot food was often cold. """,9,Couple
44,"""The location of the hotel is very good. A clean, spacious hotel. The staff are trying to help.""","""Breakfast could be better. Also there isn't any toaster.""",8,Single
44,""" It was clean and the bed was comfortable. Location very central, right in downtown Shymkent, walking distance to many places. Overall an okay experience.""","""Lighting in the room was relatively dim.""",8,Single
44,"""The location was convenient.""","""The breakfast wasnt great. WIFI was terrible.""",7,Single
44,"""Location""","""Breakfast has little choice""",3,Family
44,"""Room was clean""","""The sound of the split system engine is heard all night , Breakfast is low on sweets and not fresh bread .""",3,Family
45,"""Clean, spacious and cozy.""","""They were occupied on the ground floor and the noise of passing cars was heard. It was cool because the windows were stained glass""",9,Couple
45,"""Everything is fine, I slept well, maybe you can add more coffee to the room, the room is clean.""","""Make a U-turn in front of the hotel for a taxi""",10,Couple
45,"""Clean, comfortable room, helpful staff""","""There were cooling issues at times.""",10,Family
45,"""Excellent responsive staff. We always went to a meeting with check-in and check-out""","""The air conditioners weren't working, and it was a little stuffy.""",8,Couple
45,"""Breakfast is one of the best in Shymkent. The bed is perfect""","""The air conditioner is very noisy, there is no hood in the toilet""",8,Single
45,"""It’s brand new and clean""","""Staff was blaming me for smoking just because they check the trash bin. The restaurant doesn’t work, no ice no beverages.""",7,Single
46,"""I liked the room as a whole, and so did the staff""","""The bed felt dirty. She asked me to change the sheet""",9,Single
46,"""Excellent breakfast, cleanliness in the room. A good combination of price and quality for a budget room""","""No Wi-Fi in the room (3rd floor)""",9,Single
46,"""The room is clean, the staff is friendly. Quiet, cozy.""","""There is no kettle in the room. Breakfast is late, starting at 8:30.""",8,Single
46,"""The staff is very nice, always ready to help and very friendly. They try to take care.""","""There is no partition in the shower, because of this it was not very comfortable when the water was spilled a little further than desired.""",7,Single
46,"""Budget hotel, relatively inexpensive)""","""They cheated on breakfast, the repair in the room is weak, tools are rattling all day,""",6,Couple
46,"""The staff is friendly""","""They didn't warn me that repairs were underway, it was dusty and not very comfortable, breakfast wasn't very good either, if it didn't suit you at all and I don't recommend it""",5,Couple
46,"""Номер чистый, после косметического ремонта. Матрас удобный""","""This is an old Soviet hotel, in which several floors have been renovated.""",4,Family
47,"""The hotel is great. The rooms are spacious and modern and the staff are brilliant - really friendly and helpful. ""","""It is an extra charge to use the pool (very expensive at 10,000 for one hour!) and the gym could use an update too.""",9,Single
47,"""Spacious room, clean bathroom, good choice of food for breakfast.""","""Wifi signal was unstable sometimes.""",9,Single
47,"""very friendly staff, nice location and clean rooms""","""a small miscommunication about bathroom""",9,Single
47,"""The food was very good. The rooms were nice and comfortable. The Air conditioning was quite good which was a relief.""","""The housekeeping could be better. Sometimes rooms were not ready by 4 pm.""",8,Single
47,"""good place with nice staff. generous breakfast. great location close to central streets yet in a quiet district.""","""it was too hot in their small gym, he price is a bit overestimated probably.""",8,Single
47,"""location""","""The heating system was cold and the child was frozen and is sick at this time.""",3,Family
48,"""Rooms are spacious and very clean. The bed was extremely comfortable. Great value!""","""Not sure if it has something to do with noise isolation, but I could someone watching TV coming from the room upstrairs.""",10,Single
48,"""Very good location room are spacious clean and very good staff breakfast is excellent""","""Shortage of staff for everything you need to go front desk""",9,Couple
48,"""The staff is polite, Inexpensive and delicious food for the room service""","""One evening, the Internet did not work, nothing was done.""",8,Single
48,"""Good breakfast, large and spacious room""","""Weak noise insulation""",4,Couple
49,"""Great location. Friendly staff. Impressive breakfast for the price paid. AC in the room which was a lifesaver.""","""Mattress was quite worn so it had some bumps and voids, however it doesn’t affect the quality of sleep.""",10,Couple
49,"""Location very central, close to sites, shops. Helpful staff.""","""Hotel has only one lift. It wasn't working on 2 occasions. Had to take stairs to my 4th floor room.""",10,Single
49,"""Could not get the safe to work, and neither could they ! Breakfast was very good. The best thing was the receptionist.""","""Only the faulty safe and no coffee in the room.""",8,Single
49,"""Great location, very kind and helpful staff, good breakfast, clean room with a good bed.""","""The room was quite tight.""",8,Couple
49,"""all needed furniture etc existing in the room, room well-designed to maximize the space""","""very loud, so impossible to sleep.""",4,Single
49,"""The room was clean and the hotel is located close to the main sights but that’s all I can say""","""the room was like an engine room, so loud that the bed vibrated. """,2,Single
50,"""Good location to explore the town, helpful staff""","""Lights on air conditioning too bright at night""",10,Couple
50,"""The hotel is clean and nice, breakfast is good.""","""The staff is nice and polite but communication in english was a little difficult.""",9,Family
50,"""Location was good, hotel was clean and nice""","""Breakfast could be better 😊""",10,Couple
50,"""Good location. Decent hotel. Nice view to mountains. Big balcony.""","""No fridge. No Smart TV.""",5,Family
50,"""Breakfast was on time, generally good rooms for the money.  Soft and comfy beds.""","""No safe in the room. Poor soundproofing, both from the streets and the corrido.""",6,Family
50,"""The room was clean, the cleaning was good, the bed linen was fresh. I liked that there is a balcony — it is convenient.""","""I stayed at this hotel, in general everything is not bad, but the parking leaves much to be desired.""",6,Couple
50,"""The hotel is not bad, good location, large rooms""","""The evening before the check-in, we were informed that the hotel was undergoing renovation, which was extremely unpleasant.""",6,Family
51,"""Very comfy and nice rooms and place  Sophisticated  Very good breakfast  Nice restaurant staff""","""Front desk staff are not professional and don’t speak English """,10,Single
51,"""Clean, modern, beautiful design. Few books in a room.""","""I would add blackout curtains. I would also separate the entrance from the cafe""",9,Couple
51,"""Good location and breakfast""","""Smell from the bathroom""",8,Couple
51,"""The cleanliness is perfect, there are elements of Kazakh history in the rooms from the junior suite""","""The bed creaked with every movement and the staff could not solve this problem after 6 p.m., as a result, the night was ruined.""",8,Couple
51,"""Cleanliness and design of the hotel""","""Breakfast is bad""",6,Single
51,"""The kitchen, especially breakfast. There is no smoking, no drinking, and silence in the hotel.""","""After taking a small shower, the big shower began to leak and drip. Dripped like that all night.""",5,Single
52,"""Everything is quiet, clean, and cozy.""","""Звук от лифта для еды,  который поднимает еду на 2 этаж""",10,Single
52,"""Rooms is spacious""","""Noise from the water park during the day - the music played loudly until the evening.""",8,Couple
52,"""Location was good""","""We booked a room, it was dirty inside""",2,Family
53,"""responsive and courteous staff, huge room, comfortable bed, quiet hotel, good location.""","""the room is a little shabby (especially the carpet), the shower is not very new, the breakfast is too simple, without frills.""",9,Single
53,"""Clean, pleasant and helpful staff, there is a shopping mall nearby.""","""Problems with WiFi, slow internet speed.""",9,Couple
53,"""The breakfast was good""","""There was no water""",4,Single
53,"""Location, staff""","""The rooms must be cleaned thoroughly.  Wifi wasn't working at all, meaning there was no steady signal.""",4,Single
55,"""very stylish and clean hostel, with good dishes, comfortable kitchen and helpful staff""","""the location is far from the center""",10,Single
55,"""Everything is fine, it's not the first time I've stayed here.""","""The faucet is not working properly in the shower""",9,Single
55,"""The interior is really beaautifull, there is an outdoor seating space. Staff is friendly""","""For me personally the female dorm under the roof was way too warm, had to ask several times to put on AC (""",6,Single
55,"""Clean, and quiet, good facilities""","""Cleaner was quite miserable, I did not feel comfortable in her presence. """,2,Single
56,"""Friendly welcome, very good about your staff. Spotless rooms. It was a great experience for me.""","""The only part I didn’t like is that I asked for tea for breakfast and it didn’t come for 40 minutes. """,10,Single
56,"""Location is wonderful Spectacular view  Breakfast is in the restaurant with a beautiful view""","""Parking fee if you want to just visit restaurant (((""",9,Single
56,"""Beds good, nice restaurant and cafe""","""Reception staff unfriendly, water pressure fluctuates and very late room cleaning""",6,Couple
56,"""Rooms were kept clean and staff were friendly despite limited English.""","""Sauna was mostly out of order and steam room was pathetic with about as much steam as from a kettle. Breakfast was the same every day and very poor. """,3,Single
57,"""Interesting design and friendly staff.""","""There was a bit of noise outside. Cars were passing""",8,Single
57,"""The hotel is compact and very cozy. Polite staff.""","""The location is slightly further from the center""",10,Family
57,"""Unusual style. Delicious breakfasts. Big bed""","""Было холодно, но спас кондиционер.""",8,Single
57,"""It was a clean property with very friendly staff. The breakfast served to your room was a nice.""","""The rooms were so hot! Floor heating was up so high that even with the window open it was still very hot to sleep.""",8,Couple
302,"""I liked everything) cozy and clean rooms, friendly staff""","""At 9.30 am, there is no choice at breakfast, everything was eaten before, it was already the 4th time here, this time something changed and there was practically nothing for breakfast.""",10,Couple
302,"""New hotel, nice rooms. Breakfast is acceptable. The staff did a great job.""","""The rooms and the corridor are overheated in terms of temperature""",10,Couple
302,"""The hotel is new. Everything was clean. The rooms are nice, not small. The reception staff is good. Good location of the hotel.""","""The mattresses on the beds are hard, wooden, you might say. Pillows are made of high-quality synthetics.""",7,Couple
302,"""Location, cozy, quiet. The breakfast is delicious""","""A clump of hair was found on the bed.  It took a long time to respond to the request to bring an iron""",7,Family
302,"""The rooms were spacious, clean, and all the amenities were""","""The breakfast was very poor, the staff was not very prompt, there are complaints about the food""",5,Family
302,"""A comfortable room and the building itself""","""It was very noisy, there is a cafe or entertainment center of this building nearby, at night people were violent and did not let them sleep until the morning.""",6,Family
302,"""Cleanliness and comfort""","""They couldn't bring breakfast to the room""",6,Couple
303,"""Nice clean rooms, free parking.""","""Breakfast could be more delicious and coffee wouldn't be instant""",10,Family
303,"""I liked everything. Clean floors, clean linens.""","""Weak wifi in the room""",10,Couple
303,"""A very clean hotel with a pleasant room. The service is very good and the breakfasts are delicious.""","""The street is very busy and noisy even at night, as well as in the evening the light on the balcony cannot be turned off at night. It's not very convenient.""",9,Family
303,"""Location""","""It's too hot and uncomfortable. The sound insulation of the door is at zero, Every rustle and voices of people from the corridor are heard.""",6,Family
303,"""The hotel is new""","""Poor sound insulation, water pressure in the shower, breakfast""",6,Family
303,"""The cuisine is delicious""","""The room was stuffy""",4,Couple
303,"""The room is great and clean""","""poor service""",2,Family
304,"""Very clean, liked everything, has everything you need for convenience. And even a kettle))""","""The audibility is good between rooms, it was difficult to fall asleep when everyone was making noise.""",8,Couple
304,"""Excellent transit hotel, clean, new""","""The triple room is a bit cramped, there is no refrigerator""",9,Family
